ANTALL,STATUS_KODE,REGISTRERT
10016,OK,2019-03-22
43,AVVIST,2019-03-22
3095,MANUELL BEHANDLING,2019-03-26
9586,OK,2019-03-21
16876,OK,2019-03-25
10708,OK,2018-01-11
2841,MANUELL BEHANDLING,2018-01-11
9687,OK,2018-11-22
2390,MANUELL BEHANDLING,2018-11-21
2781,MANUELL BEHANDLING,2018-03-22
53,MANUELL BEHANDLING,2018-09-01
15186,OK,2018-10-22
2479,MANUELL BEHANDLING,2018-10-23
66,MANUELL BEHANDLING,2018-10-20
16296,OK,2018-11-19
11977,OK,2018-02-16
2557,MANUELL BEHANDLING,2018-02-22
23,AVVIST,2018-03-28
63,AVVIST,2018-01-15
11729,OK,2018-08-06
1377,MANUELL BEHANDLING,2018-07-17
7747,OK,2018-08-07
13695,OK,2018-10-31
43,AVVIST,2019-03-20
9368,OK,2019-03-20
2492,MANUELL BEHANDLING,2018-04-13
2410,MANUELL BEHANDLING,2018-04-18
8688,OK,2018-04-12
72,MANUELL BEHANDLING,2018-04-15
7165,OK,2018-05-11
12521,OK,2018-12-04
1973,MANUELL BEHANDLING,2019-08-14
28,AVVIST,2019-08-28
6186,OK,2019-08-23
1610,MANUELL BEHANDLING,2019-08-16
56,AVVIST,2018-05-23
9477,OK,2018-05-15
3017,MANUELL BEHANDLING,2018-05-14
5,AVVIST,2018-12-31
51,AVVIST,2018-05-15
112,MANUELL BEHANDLING,2018-09-23
50,AVVIST,2019-08-06
78,AVVIST,2018-12-05
47,AVVIST,2019-02-19
48,AVVIST,2018-04-23
2641,MANUELL BEHANDLING,2018-04-24
4653,OK,2019-07-01
807,MANUELL BEHANDLING,2019-07-01
2662,MANUELL BEHANDLING,2019-04-03
1,MANUELL BEHANDLING,2019-12-05
2399,MANUELL BEHANDLING,2019-08-19
243,OK,2018-05-27
45,AVVIST,2018-03-22
63,AVVIST,2018-11-02
2413,MANUELL BEHANDLING,2019-06-07
56,AVVIST,2018-05-25
131,MANUELL BEHANDLING,2019-02-10
3060,MANUELL BEHANDLING,2019-02-06
24,MANUELL BEHANDLING,2018-03-31
2220,MANUELL BEHANDLING,2018-06-13
468,OK,2019-05-01
281,OK,2019-04-28
17,AVVIST,2018-07-18
55,AVVIST,2019-03-27
2899,MANUELL BEHANDLING,2019-03-19
10554,OK,2019-04-05
4,AVVIST,2019-01-19
21,AVVIST,2018-07-05
43,AVVIST,2018-11-20
263,OK,2018-06-03
2,AVVIST,2018-06-03
2539,MANUELL BEHANDLING,2018-04-26
8629,OK,2018-04-25
117,OK,2018-03-30
174,OK,2018-10-13
29,AVVIST,2018-07-17
118,OK,2019-08-25
8657,OK,2019-08-13
53,AVVIST,2019-04-05
230,OK,2019-06-23
58,AVVIST,2019-06-24
201,OK,2019-02-09
78,MANUELL BEHANDLING,2019-01-05
18,AVVIST,2019-07-02
47,AVVIST,2018-01-16
114,OK,2018-12-25
41,AVVIST,2019-04-16
268,OK,2018-11-11
10333,OK,2019-04-04
201,OK,2019-04-27
59,AVVIST,2018-12-07
8618,OK,2018-06-08
12258,OK,2019-02-27
3315,MANUELL BEHANDLING,2019-02-26
8732,OK,2019-09-04
1,MANUELL BEHANDLING,2019-11-05
66,AVVIST,2019-02-01
121,MANUELL BEHANDLING,2019-02-03
166,OK,2018-11-24
7,AVVIST,2018-08-26
2153,MANUELL BEHANDLING,2019-08-20
49,MANUELL BEHANDLING,2018-11-17
34,AVVIST,2019-07-10
49,AVVIST,2018-04-11
28,MANUELL BEHANDLING,2019-04-20
6489,OK,2019-08-09
139,OK,2019-08-10
46,AVVIST,2019-02-28
166,OK,2018-11-17
276,OK,2018-11-18
13749,OK,2018-05-02
58,AVVIST,2019-05-29
122,MANUELL BEHANDLING,2018-08-12
362,OK,2019-09-01
127,OK,2019-09-08
1,AVVIST,2018-05-10
171,OK,2018-02-17
4,AVVIST,2018-01-01
17,AVVIST,2019-09-10
3,AVVIST,2019-01-01
314,OK,2019-04-07
14,MANUELL BEHANDLING,2019-05-11
63,AVVIST,2019-05-03
4,AVVIST,2019-01-06
3,AVVIST,2019-06-02
3,AVVIST,2019-01-05
4,OK,2019-11-08
2,AVVIST,2018-07-14
1,AVVIST,2019-06-01
1,OK,2019-10-03
2,AVVIST,2019-03-23
2,OK,2019-11-18
1,OK,2019-12-02
1,OK,2019-11-11
1,AVVIST,2019-05-04
11261,OK,2018-02-14
3161,MANUELL BEHANDLING,2018-02-14
2814,MANUELL BEHANDLING,2018-03-15
172,OK,2018-03-17
1776,MANUELL BEHANDLING,2018-03-27
10094,OK,2018-06-29
97,MANUELL BEHANDLING,2018-06-24
8543,OK,2018-12-21
2117,MANUELL BEHANDLING,2018-12-21
2923,MANUELL BEHANDLING,2019-02-13
11825,OK,2019-02-14
2678,MANUELL BEHANDLING,2018-10-02
45,MANUELL BEHANDLING,2018-12-26
3211,MANUELL BEHANDLING,2018-03-13
3375,MANUELL BEHANDLING,2018-03-12
4255,MANUELL BEHANDLING,2018-01-02
9846,OK,2019-01-24
9450,OK,2019-01-23
59,AVVIST,2019-01-21
15978,OK,2019-01-14
54,AVVIST,2019-01-24
46,AVVIST,2019-01-17
10405,OK,2019-01-22
10488,OK,2019-01-15
17599,OK,2018-10-01
8472,OK,2018-10-05
5424,OK,2019-07-16
5011,OK,2019-07-19
31,AVVIST,2019-07-15
14754,OK,2018-06-04
144,OK,2018-06-16
46,AVVIST,2018-06-19
229,OK,2018-01-28
2935,MANUELL BEHANDLING,2018-01-25
2764,MANUELL BEHANDLING,2019-03-13
3333,MANUELL BEHANDLING,2019-03-11
119,MANUELL BEHANDLING,2019-03-17
54,AVVIST,2018-10-08
15539,OK,2018-09-03
2808,MANUELL BEHANDLING,2018-09-17
9056,OK,2018-09-11
2277,MANUELL BEHANDLING,2018-09-06
3304,MANUELL BEHANDLING,2019-03-05
14615,OK,2018-02-01
3798,MANUELL BEHANDLING,2018-01-31
2259,MANUELL BEHANDLING,2018-06-20
12661,OK,2018-02-02
3640,MANUELL BEHANDLING,2018-02-05
2344,MANUELL BEHANDLING,2019-05-08
116,MANUELL BEHANDLING,2019-05-05
10204,OK,2019-05-07
1352,MANUELL BEHANDLING,2018-07-27
1795,MANUELL BEHANDLING,2018-08-01
8170,OK,2018-07-23
9215,OK,2019-05-22
2451,MANUELL BEHANDLING,2018-08-28
54,AVVIST,2018-08-21
9655,OK,2018-10-26
2311,MANUELL BEHANDLING,2018-10-26
8967,OK,2018-10-25
53,AVVIST,2018-11-28
155,OK,2018-12-29
9716,OK,2019-07-29
3540,MANUELL BEHANDLING,2018-02-12
19942,OK,2018-01-08
10807,OK,2019-01-10
49,AVVIST,2019-06-20
2276,MANUELL BEHANDLING,2019-06-21
255,OK,2018-02-04
14231,OK,2019-05-13
385,OK,2019-05-12
170,MANUELL BEHANDLING,2019-05-12
110,MANUELL BEHANDLING,2018-03-04
216,OK,2018-03-03
54,MANUELL BEHANDLING,2019-06-01
2784,MANUELL BEHANDLING,2018-08-13
56,AVVIST,2018-12-06
46,AVVIST,2019-07-30
39,AVVIST,2019-01-25
2877,MANUELL BEHANDLING,2018-01-24
1468,MANUELL BEHANDLING,2018-07-24
7337,OK,2018-08-22
2776,MANUELL BEHANDLING,2018-01-19
2824,MANUELL BEHANDLING,2018-01-18
96,MANUELL BEHANDLING,2018-01-21
2570,MANUELL BEHANDLING,2018-05-30
36,AVVIST,2018-05-29
2482,MANUELL BEHANDLING,2018-11-14
10387,OK,2018-11-15
2609,MANUELL BEHANDLING,2018-11-08
9990,OK,2018-09-25
2339,MANUELL BEHANDLING,2018-09-20
52,AVVIST,2018-09-27
2,OK,2019-09-25
16887,OK,2018-10-29
282,OK,2018-12-09
10588,OK,2018-01-18
3268,MANUELL BEHANDLING,2018-04-06
2612,MANUELL BEHANDLING,2018-05-08
9002,OK,2018-05-16
1535,MANUELL BEHANDLING,2018-05-18
14954,OK,2018-05-22
1707,MANUELL BEHANDLING,2019-04-15
111,MANUELL BEHANDLING,2019-04-07
2431,MANUELL BEHANDLING,2019-06-14
2165,MANUELL BEHANDLING,2018-09-07
51,MANUELL BEHANDLING,2018-09-08
2532,MANUELL BEHANDLING,2019-03-21
39,AVVIST,2018-11-22
46,AVVIST,2018-11-16
9705,OK,2018-03-21
2776,MANUELL BEHANDLING,2018-03-21
240,OK,2018-09-02
57,MANUELL BEHANDLING,2018-01-07
2995,MANUELL BEHANDLING,2018-11-05
64,AVVIST,2018-11-21
17624,OK,2018-01-15
5196,OK,2018-07-24
2685,MANUELL BEHANDLING,2018-11-02
2975,MANUELL BEHANDLING,2019-03-28
2944,MANUELL BEHANDLING,2018-04-16
8175,OK,2018-04-18
2576,MANUELL BEHANDLING,2018-05-09
92,AVVIST,2018-05-04
53,AVVIST,2018-01-12
19512,OK,2018-12-03
67,AVVIST,2018-12-03
1849,MANUELL BEHANDLING,2019-08-15
5317,OK,2019-08-27
1350,MANUELL BEHANDLING,2019-08-27
41,AVVIST,2018-12-20
30,AVVIST,2018-07-13
1319,MANUELL BEHANDLING,2018-07-11
1816,MANUELL BEHANDLING,2018-08-10
60,AVVIST,2019-04-12
49,AVVIST,2019-04-11
81,MANUELL BEHANDLING,2018-09-16
131,OK,2019-04-19
70,AVVIST,2019-04-23
68,MANUELL BEHANDLING,2019-04-14
17,AVVIST,2018-12-28
36,AVVIST,2018-07-11
113,OK,2018-08-04
276,OK,2019-05-26
5584,OK,2019-07-04
2742,OK,2019-07-02
861,MANUELL BEHANDLING,2019-07-03
44,AVVIST,2019-02-13
50,MANUELL BEHANDLING,2019-08-17
68,AVVIST,2019-03-28
58,MANUELL BEHANDLING,2018-11-03
9440,OK,2019-06-05
2552,MANUELL BEHANDLING,2019-06-06
9952,OK,2019-06-07
72,AVVIST,2019-06-17
50,AVVIST,2018-05-24
58,AVVIST,2019-02-06
45,MANUELL BEHANDLING,2018-04-01
85,AVVIST,2018-01-25
46,AVVIST,2018-04-19
185,OK,2018-02-10
2171,MANUELL BEHANDLING,2018-06-06
45,AVVIST,2019-03-19
3,AVVIST,2018-12-24
151,OK,2019-01-19
6598,OK,2018-07-04
41,AVVIST,2018-11-08
66,MANUELL BEHANDLING,2018-06-02
35,AVVIST,2018-10-10
3743,MANUELL BEHANDLING,2018-02-26
2,OK,2019-10-15
94,MANUELL BEHANDLING,2018-10-14
68,AVVIST,2018-10-15
1,AVVIST,2019-08-25
70,AVVIST,2018-09-24
102,MANUELL BEHANDLING,2019-06-23
43,AVVIST,2019-02-07
1568,MANUELL BEHANDLING,2019-07-09
57,AVVIST,2019-08-12
55,AVVIST,2019-04-04
19,AVVIST,2019-07-03
34,AVVIST,2018-06-13
151,OK,2018-04-14
2194,MANUELL BEHANDLING,2019-09-04
2623,MANUELL BEHANDLING,2019-09-03
5,OK,2019-09-23
6520,OK,2019-08-21
28,AVVIST,2019-08-21
18049,OK,2019-02-25
700,MANUELL BEHANDLING,2019-09-11
2669,OK,2019-09-11
102,OK,2018-07-21
37,AVVIST,2018-07-25
235,OK,2018-09-23
4,AVVIST,2019-04-13
49,MANUELL BEHANDLING,2019-04-13
150,OK,2019-04-21
39,MANUELL BEHANDLING,2019-04-21
131,MANUELL BEHANDLING,2019-02-24
49,AVVIST,2018-08-29
8573,OK,2018-09-07
43,AVVIST,2018-09-07
39,AVVIST,2018-07-24
47,AVVIST,2019-03-21
53,MANUELL BEHANDLING,2018-01-06
54,AVVIST,2019-05-28
128,OK,2018-09-15
3097,MANUELL BEHANDLING,2019-06-04
1,AVVIST,2019-09-08
70,AVVIST,2019-02-26
1,OK,2019-09-22
61,AVVIST,2018-12-13
3,AVVIST,2018-09-29
82,MANUELL BEHANDLING,2019-08-04
275,OK,2019-03-31
188,OK,2019-03-30
1,AVVIST,2019-04-07
1,AVVIST,2019-07-21
3,AVVIST,2018-08-12
2,AVVIST,2018-03-18
1,AVVIST,2018-04-22
2,MANUELL BEHANDLING,2019-10-22
2,AVVIST,2018-04-14
1,AVVIST,2018-12-02
45,MANUELL BEHANDLING,2019-06-08
133,OK,2019-06-09
51,MANUELL BEHANDLING,2019-06-09
1,OK,2019-11-01
3,AVVIST,2019-02-02
2,OK,2019-11-29
1,OK,2019-09-26
1,AVVIST,2019-07-07
1,OK,2019-10-10
1,AVVIST,2018-01-20
121,MANUELL BEHANDLING,2019-01-06
17777,OK,2018-02-19
11026,OK,2018-02-20
2733,MANUELL BEHANDLING,2018-03-14
10930,OK,2018-03-20
3014,MANUELL BEHANDLING,2018-03-20
102,MANUELL BEHANDLING,2018-03-18
4369,MANUELL BEHANDLING,2018-04-04
11973,OK,2018-06-25
2240,MANUELL BEHANDLING,2018-06-29
13780,OK,2018-06-11
2006,MANUELL BEHANDLING,2018-06-27
2235,MANUELL BEHANDLING,2018-06-26
8592,OK,2018-06-26
2515,MANUELL BEHANDLING,2018-12-19
2432,MANUELL BEHANDLING,2018-12-20
24,AVVIST,2018-12-19
10920,OK,2019-02-19
47,AVVIST,2018-10-03
124,OK,2018-12-23
34,MANUELL BEHANDLING,2018-12-23
42,MANUELL BEHANDLING,2018-12-22
16,AVVIST,2018-12-27
325,OK,2018-12-24
10710,OK,2018-03-08
2845,MANUELL BEHANDLING,2018-03-08
10779,OK,2018-03-09
76,AVVIST,2018-01-02
17197,OK,2019-01-21
10095,OK,2019-01-17
2901,MANUELL BEHANDLING,2018-10-08
2388,MANUELL BEHANDLING,2018-10-17
172,OK,2019-07-21
121,MANUELL BEHANDLING,2018-03-11
16866,OK,2018-03-12
1549,MANUELL BEHANDLING,2019-07-23
37,AVVIST,2018-10-05
2609,MANUELL BEHANDLING,2018-09-04
35,AVVIST,2018-09-12
31,AVVIST,2019-07-17
12498,OK,2019-03-05
50,AVVIST,2019-03-05
15617,OK,2019-04-30
4173,MANUELL BEHANDLING,2019-04-23
3153,MANUELL BEHANDLING,2018-02-02
107,MANUELL BEHANDLING,2018-02-04
8829,OK,2019-05-09
50,AVVIST,2019-05-09
11270,OK,2019-05-03
49,AVVIST,2019-05-08
2213,MANUELL BEHANDLING,2018-07-31
131,MANUELL BEHANDLING,2019-05-19
2464,MANUELL BEHANDLING,2019-05-22
49,AVVIST,2019-05-22
102,MANUELL BEHANDLING,2019-01-01
1788,MANUELL BEHANDLING,2019-08-01
1299,MANUELL BEHANDLING,2019-07-25
7164,OK,2019-07-30
2,AVVIST,2019-07-28
109,MANUELL BEHANDLING,2018-02-11
53,AVVIST,2018-02-13
17,AVVIST,2018-07-27
10577,OK,2018-01-10
14796,OK,2018-01-05
65,AVVIST,2018-01-05
55,AVVIST,2018-10-26
298,OK,2019-01-13
2959,MANUELL BEHANDLING,2019-01-11
9464,OK,2019-06-18
57,AVVIST,2019-06-18
97,AVVIST,2019-05-13
15627,OK,2019-05-27
237,OK,2019-06-01
7711,OK,2018-08-15
30,AVVIST,2018-08-16
35,AVVIST,2018-08-14
3182,MANUELL BEHANDLING,2018-12-10
33,AVVIST,2019-07-26
17499,OK,2019-01-28
2,MANUELL BEHANDLING,2019-11-22
2591,MANUELL BEHANDLING,2019-05-16
83,OK,2019-05-17
11012,OK,2018-08-31
13240,OK,2019-04-24
1,OK,2019-11-20
3,AVVIST,2018-03-11
8765,OK,2018-08-29
2564,MANUELL BEHANDLING,2018-05-29
14026,OK,2018-05-28
2624,MANUELL BEHANDLING,2018-11-15
2447,MANUELL BEHANDLING,2018-11-07
115,MANUELL BEHANDLING,2018-12-09
2191,MANUELL BEHANDLING,2019-08-06
10077,OK,2018-10-16
49,AVVIST,2018-10-17
3846,MANUELL BEHANDLING,2018-04-05
13285,OK,2018-04-05
10235,OK,2018-04-10
2992,MANUELL BEHANDLING,2018-04-10
2551,MANUELL BEHANDLING,2018-05-16
3277,MANUELL BEHANDLING,2018-05-22
9433,OK,2019-04-10
2617,MANUELL BEHANDLING,2019-04-10
61,AVVIST,2019-04-15
3070,MANUELL BEHANDLING,2019-06-11
9507,OK,2019-06-13
2391,MANUELL BEHANDLING,2018-09-13
10176,OK,2018-11-06
3021,MANUELL BEHANDLING,2018-02-16
10047,OK,2018-02-22
72,MANUELL BEHANDLING,2018-03-24
206,OK,2018-01-13
51,MANUELL BEHANDLING,2018-01-13
70,AVVIST,2018-10-31
2475,MANUELL BEHANDLING,2019-03-20
8903,OK,2018-04-13
61,AVVIST,2018-04-18
2962,MANUELL BEHANDLING,2018-05-03
9335,OK,2018-05-09
76,AVVIST,2018-05-07
92,MANUELL BEHANDLING,2018-05-10
30,AVVIST,2018-05-11
6586,OK,2019-08-14
2820,MANUELL BEHANDLING,2018-05-31
13,AVVIST,2018-07-12
20,AVVIST,2018-07-10
44,MANUELL BEHANDLING,2018-05-20
1911,MANUELL BEHANDLING,2018-08-08
59,AVVIST,2019-04-09
2462,MANUELL BEHANDLING,2019-08-05
35,MANUELL BEHANDLING,2019-04-18
11886,OK,2019-02-08
57,MANUELL BEHANDLING,2018-07-08
3242,MANUELL BEHANDLING,2018-04-30
79,MANUELL BEHANDLING,2018-04-29
89,AVVIST,2019-04-01
10160,OK,2019-04-03
73,MANUELL BEHANDLING,2019-08-18
10621,OK,2019-01-18
13401,OK,2019-03-29
62,AVVIST,2018-11-05
9754,OK,2019-06-06
34,AVVIST,2019-06-07
11731,OK,2019-02-07
11459,OK,2019-02-06
7353,OK,2018-07-03
48,AVVIST,2018-06-05
65,AVVIST,2019-05-02
1143,MANUELL BEHANDLING,2018-07-18
7541,OK,2018-08-17
271,OK,2018-01-07
39,AVVIST,2018-07-04
9177,OK,2018-11-07
2390,MANUELL BEHANDLING,2018-04-25
700,MANUELL BEHANDLING,2019-09-12
50,AVVIST,2019-02-12
1,OK,2019-12-06
2455,MANUELL BEHANDLING,2019-08-13
2647,MANUELL BEHANDLING,2019-08-12
11184,OK,2018-03-23
258,OK,2019-01-20
4,AVVIST,2019-01-20
56,AVVIST,2019-08-30
1923,MANUELL BEHANDLING,2018-11-09
51,MANUELL BEHANDLING,2018-04-21
4,AVVIST,2018-11-10
6,AVVIST,2018-12-09
2103,MANUELL BEHANDLING,2019-06-26
206,OK,2018-08-19
2,OK,2019-10-09
1,AVVIST,2018-12-08
50,MANUELL BEHANDLING,2018-04-14
2,AVVIST,2018-10-27
120,MANUELL BEHANDLING,2019-09-01
66,AVVIST,2019-09-02
28,AVVIST,2018-08-08
61,AVVIST,2019-01-31
14058,OK,2019-02-01
334,OK,2019-02-03
2,AVVIST,2018-08-25
4619,OK,2018-07-20
1175,MANUELL BEHANDLING,2018-07-19
35,AVVIST,2018-09-21
48,MANUELL BEHANDLING,2018-09-22
90,OK,2019-04-20
279,OK,2018-09-30
2,AVVIST,2018-06-24
2620,MANUELL BEHANDLING,2018-04-27
60,AVVIST,2019-05-14
68,MANUELL BEHANDLING,2019-05-18
3,AVVIST,2019-05-18
2,AVVIST,2018-07-07
2,OK,2019-10-01
254,OK,2018-05-06
56,AVVIST,2019-06-05
3,AVVIST,2018-02-25
233,OK,2018-10-21
1,AVVIST,2018-05-13
1700,MANUELL BEHANDLING,2019-08-02
2,AVVIST,2019-02-16
2,AVVIST,2018-03-29
2,AVVIST,2018-10-28
1,MANUELL BEHANDLING,2019-09-30
2,OK,2019-12-04
1,AVVIST,2019-05-26
219,OK,2019-08-04
1,AVVIST,2019-04-20
1,AVVIST,2018-10-06
158,OK,2019-06-08
4,AVVIST,2019-08-31
1,OK,2019-12-09
1,AVVIST,2019-10-14
3898,MANUELL BEHANDLING,2019-01-07
18229,OK,2019-01-03
3126,MANUELL BEHANDLING,2018-02-20
39,AVVIST,2018-02-20
9809,OK,2018-06-05
8331,OK,2018-06-14
76,AVVIST,2019-02-18
192,OK,2018-12-22
4539,OK,2018-12-28
66,AVVIST,2018-03-07
2907,MANUELL BEHANDLING,2018-03-07
163,OK,2018-03-10
47,AVVIST,2018-10-19
8993,OK,2018-10-18
2244,MANUELL BEHANDLING,2018-10-04
82,MANUELL BEHANDLING,2019-07-14
6,AVVIST,2018-03-10
1392,MANUELL BEHANDLING,2019-07-10
44,AVVIST,2018-03-14
9761,OK,2019-03-13
52,AVVIST,2019-03-13
2721,MANUELL BEHANDLING,2019-03-15
194,OK,2019-03-16
142,MANUELL BEHANDLING,2019-03-03
76,AVVIST,2019-03-04
10330,OK,2019-03-06
274,OK,2019-03-02
3777,MANUELL BEHANDLING,2018-01-30
184,OK,2018-01-27
3594,MANUELL BEHANDLING,2019-04-30
11536,OK,2019-04-25
3279,MANUELL BEHANDLING,2019-04-25
49,AVVIST,2018-02-02
3165,MANUELL BEHANDLING,2019-05-06
283,OK,2019-05-05
5104,OK,2018-07-27
6838,OK,2018-08-01
9112,OK,2018-08-28
2070,MANUELL BEHANDLING,2018-08-22
2,AVVIST,2018-01-27
11173,OK,2018-11-28
14345,OK,2018-11-30
16859,OK,2018-11-26
3157,MANUELL BEHANDLING,2018-11-26
80,AVVIST,2019-01-02
4625,OK,2019-07-25
1910,MANUELL BEHANDLING,2019-07-29
7441,OK,2019-07-31
18916,OK,2018-02-12
8151,OK,2018-07-31
79,AVVIST,2018-10-30
3234,MANUELL BEHANDLING,2018-10-29
8950,OK,2018-10-24
17373,OK,2019-03-18
49,AVVIST,2019-03-12
2890,MANUELL BEHANDLING,2019-01-10
2756,MANUELL BEHANDLING,2019-06-17
57,AVVIST,2019-01-09
2,AVVIST,2019-03-17
2857,MANUELL BEHANDLING,2019-05-13
36,AVVIST,2019-05-10
44,AVVIST,2018-03-01
113,AVVIST,2019-06-03
2929,MANUELL BEHANDLING,2019-05-29
16937,OK,2018-12-10
65,AVVIST,2018-12-10
2622,MANUELL BEHANDLING,2018-12-06
2460,MANUELL BEHANDLING,2018-12-07
27,AVVIST,2019-08-01
12472,OK,2019-01-29
1185,MANUELL BEHANDLING,2019-09-06
2006,MANUELL BEHANDLING,2019-09-05
9868,OK,2018-12-12
8740,OK,2018-06-21
2242,MANUELL BEHANDLING,2018-06-21
86,MANUELL BEHANDLING,2018-06-10
8670,OK,2018-06-12
16174,OK,2019-01-31
6054,OK,2018-08-09
50,AVVIST,2018-08-28
1,MANUELL BEHANDLING,2019-10-02
49,AVVIST,2019-06-19
50,MANUELL BEHANDLING,2018-01-20
49,AVVIST,2018-01-19
187,OK,2018-12-30
53,AVVIST,2018-05-28
15945,OK,2018-11-12
10898,OK,2018-09-27
32,AVVIST,2018-05-18
70,AVVIST,2018-05-22
61,AVVIST,2018-05-08
10032,OK,2019-04-09
2573,MANUELL BEHANDLING,2019-04-11
15836,OK,2019-04-08
61,AVVIST,2019-04-08
10212,OK,2019-06-12
2582,MANUELL BEHANDLING,2019-06-13
2446,MANUELL BEHANDLING,2019-03-22
3306,MANUELL BEHANDLING,2019-03-25
8709,OK,2018-10-12
68,AVVIST,2018-10-22
2852,MANUELL BEHANDLING,2018-10-22
128,MANUELL BEHANDLING,2018-11-18
9634,OK,2018-02-21
2638,MANUELL BEHANDLING,2018-02-21
191,OK,2018-03-25
95,MANUELL BEHANDLING,2018-01-14
2186,MANUELL BEHANDLING,2018-08-07
61,MANUELL BEHANDLING,2018-08-05
160,OK,2018-08-05
2294,MANUELL BEHANDLING,2018-04-19
279,OK,2018-01-21
43,AVVIST,2018-02-16
3599,MANUELL BEHANDLING,2018-12-03
72,AVVIST,2018-12-04
1476,MANUELL BEHANDLING,2019-08-26
181,OK,2018-02-03
10448,OK,2018-05-23
2532,MANUELL BEHANDLING,2018-06-01
71,MANUELL BEHANDLING,2018-05-13
2513,MANUELL BEHANDLING,2019-02-21
6285,OK,2018-07-06
6481,OK,2018-07-05
70,AVVIST,2018-04-30
9475,OK,2018-04-24
128,OK,2018-05-12
24,MANUELL BEHANDLING,2018-08-04
8795,OK,2019-06-25
3125,OK,2019-07-03
11871,OK,2019-02-12
20167,OK,2019-04-01
107,MANUELL BEHANDLING,2019-03-31
163,OK,2019-08-18
13175,OK,2019-08-12
155,OK,2019-01-12
1,AVVIST,2018-05-21
270,OK,2019-02-10
3408,MANUELL BEHANDLING,2019-02-05
375,OK,2018-04-02
75,MANUELL BEHANDLING,2018-04-07
1883,MANUELL BEHANDLING,2018-07-03
8312,OK,2018-06-07
8407,OK,2018-06-06
3066,MANUELL BEHANDLING,2019-05-02
57,AVVIST,2019-04-29
78,MANUELL BEHANDLING,2019-04-27
53,AVVIST,2019-04-03
69,MANUELL BEHANDLING,2018-08-19
35,AVVIST,2018-08-17
2679,MANUELL BEHANDLING,2019-04-04
2562,MANUELL BEHANDLING,2019-04-05
17,OK,2019-02-16
8,MANUELL BEHANDLING,2019-02-16
2386,MANUELL BEHANDLING,2018-11-23
11729,OK,2018-05-03
9671,OK,2018-10-09
356,OK,2019-01-06
2,AVVIST,2018-04-01
156,OK,2019-09-13
40,MANUELL BEHANDLING,2019-08-25
29,AVVIST,2018-07-09
54,MANUELL BEHANDLING,2019-06-22
269,OK,2019-03-10
8552,OK,2019-06-27
75,AVVIST,2018-02-26
300,OK,2018-02-25
2536,MANUELL BEHANDLING,2019-08-30
58,AVVIST,2019-04-24
2,AVVIST,2018-02-04
138,OK,2018-05-20
8034,OK,2018-11-09
46,MANUELL BEHANDLING,2018-05-19
196,OK,2018-04-22
49,AVVIST,2018-08-27
285,OK,2019-03-24
1,MANUELL BEHANDLING,2019-10-17
49,AVVIST,2018-06-08
27,AVVIST,2018-08-02
44,AVVIST,2019-02-27
53,AVVIST,2018-11-23
140,OK,2018-07-29
3109,MANUELL BEHANDLING,2019-02-01
194,OK,2018-01-06
65,AVVIST,2018-01-18
12131,OK,2019-02-26
5552,OK,2019-09-09
44,AVVIST,2018-09-13
66,MANUELL BEHANDLING,2019-02-23
2,AVVIST,2019-04-14
2,MANUELL BEHANDLING,2019-09-23
10533,OK,2018-04-27
273,OK,2019-05-19
2560,MANUELL BEHANDLING,2018-12-13
2570,MANUELL BEHANDLING,2018-12-14
42,AVVIST,2018-12-14
57,MANUELL BEHANDLING,2018-09-15
11808,OK,2019-06-04
269,OK,2018-12-01
71,MANUELL BEHANDLING,2018-10-06
131,OK,2018-07-28
1,MANUELL BEHANDLING,2019-09-24
56,MANUELL BEHANDLING,2019-08-31
3,AVVIST,2018-04-21
110,MANUELL BEHANDLING,2019-01-27
183,OK,2019-01-26
1,AVVIST,2019-04-21
160,OK,2018-04-28
2,AVVIST,2018-02-17
1,AVVIST,2019-04-19
2,OK,2018-08-11
1,AVVIST,2018-12-15
1,AVVIST,2018-02-18
1,AVVIST,2019-03-16
1,AVVIST,2019-08-04
1,OK,2019-10-21
1,AVVIST,2019-05-19
1,OK,2019-11-13
1,AVVIST,2019-04-28
1,MANUELL BEHANDLING,2019-11-04
3,AVVIST,2018-05-17
12554,OK,2019-01-08
19804,OK,2019-01-07
62,AVVIST,2019-01-04
71,AVVIST,2018-02-19
10385,OK,2018-03-15
9819,OK,2018-03-14
46,AVVIST,2018-03-15
8074,OK,2018-06-27
13163,OK,2018-06-18
48,AVVIST,2018-06-18
46,AVVIST,2018-06-25
2782,MANUELL BEHANDLING,2019-02-15
10569,OK,2018-10-02
2981,MANUELL BEHANDLING,2018-10-01
8761,OK,2018-10-03
2307,MANUELL BEHANDLING,2018-10-03
1215,MANUELL BEHANDLING,2018-12-27
18282,OK,2018-01-03
2805,MANUELL BEHANDLING,2019-01-17
3002,MANUELL BEHANDLING,2019-01-15
38,AVVIST,2018-06-26
2356,MANUELL BEHANDLING,2018-10-19
1315,MANUELL BEHANDLING,2019-07-12
1366,MANUELL BEHANDLING,2019-07-11
1465,MANUELL BEHANDLING,2019-07-15
1228,MANUELL BEHANDLING,2019-07-18
59,MANUELL BEHANDLING,2019-07-21
1662,MANUELL BEHANDLING,2019-07-22
5337,OK,2019-07-11
19503,OK,2018-01-29
3686,MANUELL BEHANDLING,2018-01-29
74,AVVIST,2018-01-29
10878,OK,2019-03-14
